"No.","Time","Source","Destination","Protocol","Length","Info"
"2412","48.152357","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"2414","48.152767","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"2419","48.153949","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2420","48.154318","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2421","48.154336","::1","::1","MQTT","521","Publish Message [iot/surveillance]"
"2422","48.154889","::1","::1","MQTT","521","Publish Message [iot/surveillance]"
"2430","49.155236","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2434","49.155946","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2438","49.156095","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2442","49.156437","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"2444","49.156510","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2446","49.156878","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"2447","49.156881","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"2451","49.157165","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"2454","49.157215","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"2456","49.157578","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"2460","49.158212","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2464","49.158580","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2470","49.159743","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2472","49.159913","::1","::1","MQTT","521","Publish Message [iot/surveillance]"
"2476","49.160065","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2478","49.160121","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2480","49.160236","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2482","49.160505","::1","::1","MQTT","521","Publish Message [iot/surveillance]"
"2484","49.160764","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2486","49.161064","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2494","50.161713","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2496","50.162384","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2500","50.163595","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2504","50.163774","::1","::1","MQTT","519","Publish Message [iot/surveillance]"
"2506","50.163954","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2508","50.164197","::1","::1","MQTT","519","Publish Message [iot/surveillance]"
"2512","50.164660","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"2514","50.164967","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"2520","50.166032","::1","::1","MQTT","521","Publish Message [iot/surveillance]"
"2522","50.166100","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2525","50.166288","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2528","50.166540","::1","::1","MQTT","521","Publish Message [iot/surveillance]"
"2530","50.167088","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2534","50.167486","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2538","50.168562","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"2540","50.168665","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2544","50.168820","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"2546","50.168907","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"2548","50.169213","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2550","50.169462","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"2560","51.170366","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"2564","51.170498","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"2568","51.170839","::1","::1","MQTT","531","Publish Message [iot/surveillance]"
"2570","51.171111","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"2572","51.171412","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"2574","51.171612","::1","::1","MQTT","531","Publish Message [iot/surveillance]"
"2578","51.172213","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2582","51.172387","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2584","51.172650","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2588","51.172711","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2590","51.173008","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2594","51.173377","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2596","51.174214","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"2598","51.174591","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"2604","51.176064","::1","::1","MQTT","530","Publish Message [iot/surveillance]"
"2608","51.176238","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2610","51.176456","::1","::1","MQTT","530","Publish Message [iot/surveillance]"
"2611","51.176463","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2614","51.176730","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2616","51.176987","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2624","52.177447","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"2626","52.177900","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"2630","52.179054","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2634","52.179375","::1","::1","MQTT","521","Publish Message [iot/surveillance]"
"2636","52.179568","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2640","52.180093","::1","::1","MQTT","521","Publish Message [iot/surveillance]"
"2646","52.181079","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"2648","52.181370","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2649","52.181409","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"2653","52.181576","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"2655","52.181737","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2657","52.181890","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2659","52.182155","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"2663","52.182284","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2665","52.182467","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2667","52.182739","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2671","52.183389","::1","::1","MQTT","519","Publish Message [iot/surveillance]"
"2675","52.183699","::1","::1","MQTT","519","Publish Message [iot/surveillance]"
"2677","52.184897","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2679","52.185215","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2689","53.185732","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"2693","53.186064","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2695","53.186292","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"2697","53.186825","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2701","53.187414","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2705","53.187661","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2707","53.187775","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2711","53.187980","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2713","53.188053","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2715","53.188355","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2719","53.188822","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"2721","53.189129","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"2729","53.190601","::1","::1","MQTT","521","Publish Message [iot/surveillance]"
"2731","53.190804","::1","::1","MQTT","532","Publish Message [iot/surveillance]"
"2735","53.191030","::1","::1","MQTT","521","Publish Message [iot/surveillance]"
"2736","53.191031","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"2739","53.191417","::1","::1","MQTT","532","Publish Message [iot/surveillance]"
"2740","53.191526","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"2742","53.191879","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"2744","53.203884","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"2752","54.192933","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2756","54.193198","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"2758","54.193746","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2762","54.194211","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"2766","54.195467","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2768","54.195565","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2772","54.195740","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2774","54.195919","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2778","54.196244","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2780","54.196649","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2781","54.196649","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2786","54.197048","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2790","54.197933","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2792","54.198017","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2796","54.198172","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2798","54.198218","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2800","54.198532","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2802","54.198827","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2806","54.199095","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2808","54.199406","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2818","55.200720","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2822","55.200981","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"2824","55.201400","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2826","55.201842","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"2830","55.202654","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2834","55.203140","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2840","55.204201","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"2842","55.204307","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2846","55.204688","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"2850","55.204802","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2854","55.205121","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"2856","55.205184","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2860","55.205494","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2862","55.205664","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2864","55.205780","::1","::1","MQTT","520","Publish Message [iot/surveillance]"
"2866","55.205837","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2868","55.206087","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"2870","55.206505","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2872","55.206788","::1","::1","MQTT","520","Publish Message [iot/surveillance]"
"2874","55.207055","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2882","56.206988","::1","::1","MQTT","520","Publish Message [iot/surveillance]"
"2886","56.207387","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"2888","56.207516","::1","::1","MQTT","520","Publish Message [iot/surveillance]"
"2890","56.207962","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"2894","56.208985","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2898","56.209141","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"2900","56.209387","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2904","56.209663","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"2906","56.210109","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2908","56.210388","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2914","56.211472","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"2916","56.211636","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"2918","56.211854","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"2922","56.212052","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2924","56.212130","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"2926","56.212378","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2930","56.212887","::1","::1","MQTT","530","Publish Message [iot/surveillance]"
"2934","56.213219","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"2936","56.213384","::1","::1","MQTT","530","Publish Message [iot/surveillance]"
"2938","56.213796","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"2944","57.214765","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2948","57.214982","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2950","57.215169","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2952","57.215506","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2956","57.216098","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2960","57.216519","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2964","57.217578","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"2966","57.217780","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2968","57.217866","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"2972","57.218207","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"2974","57.218269","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2976","57.218694","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"2984","57.220051","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2986","57.220143","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2990","57.220299","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"2992","57.220457","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"2994","57.220521","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"2996","57.220861","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"2998","57.221139","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3000","57.221397","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"3008","58.222403","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3012","58.222722","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"3016","58.223332","::1","::1","MQTT","521","Publish Message [iot/surveillance]"
"3018","58.223626","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3022","58.224030","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"3024","58.224377","::1","::1","MQTT","521","Publish Message [iot/surveillance]"
"3028","58.225598","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3030","58.225745","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"3034","58.225994","::1","::1","MQTT","521","Publish Message [iot/surveillance]"
"3036","58.226079","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3038","58.226470","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"3042","58.226903","::1","::1","MQTT","521","Publish Message [iot/surveillance]"
"3044","58.227354","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3046","58.227809","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3052","58.228978","::1","::1","MQTT","530","Publish Message [iot/surveillance]"
"3054","58.229093","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3058","58.229272","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3060","58.229399","::1","::1","MQTT","530","Publish Message [iot/surveillance]"
"3062","58.229817","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3064","58.230157","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3072","59.231733","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3076","59.231962","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3078","59.232470","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3081","59.232551","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3084","59.232801","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3086","59.233040","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3090","59.233850","::1","::1","MQTT","520","Publish Message [iot/surveillance]"
"3094","59.233999","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3096","59.234193","::1","::1","MQTT","520","Publish Message [iot/surveillance]"
"3100","59.234458","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3102","59.234892","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3104","59.235204","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3110","59.236733","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3112","59.236829","::1","::1","MQTT","521","Publish Message [iot/surveillance]"
"3116","59.237007","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3118","59.237284","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3122","59.237704","::1","::1","MQTT","521","Publish Message [iot/surveillance]"
"3124","59.238259","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3125","59.238289","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3127","59.238775","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3137","60.238880","::1","::1","MQTT","520","Publish Message [iot/surveillance]"
"3139","60.239546","::1","::1","MQTT","520","Publish Message [iot/surveillance]"
"3143","60.240195","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3146","60.240738","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3151","60.242552","::1","::1","MQTT","530","Publish Message [iot/surveillance]"
"3153","60.242885","::1","::1","MQTT","520","Publish Message [iot/surveillance]"
"3157","60.242954","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"3159","60.243061","::1","::1","MQTT","530","Publish Message [iot/surveillance]"
"3163","60.243404","::1","::1","MQTT","520","Publish Message [iot/surveillance]"
"3164","60.243431","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"3166","60.243755","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"3168","60.244156","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"3174","60.245632","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3176","60.245738","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3180","60.245954","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3182","60.246087","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3184","60.246471","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3186","60.246808","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3190","60.247166","::1","::1","MQTT","530","Publish Message [iot/surveillance]"
"3192","60.247491","::1","::1","MQTT","530","Publish Message [iot/surveillance]"
"3200","61.248792","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3204","61.248946","::1","::1","MQTT","521","Publish Message [iot/surveillance]"
"3208","61.249294","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3209","61.249296","::1","::1","MQTT","520","Publish Message [iot/surveillance]"
"3214","61.249783","::1","::1","MQTT","521","Publish Message [iot/surveillance]"
"3216","61.250024","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3217","61.250196","::1","::1","MQTT","520","Publish Message [iot/surveillance]"
"3219","61.250561","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3225","61.251657","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3227","61.251766","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3231","61.251924","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"3233","61.252014","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3235","61.252426","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3239","61.252736","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"3241","61.253001","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3243","61.253364","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3249","61.254425","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3251","61.254506","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"3253","61.254905","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3255","61.255609","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"3265","62.255837","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3269","62.256041","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"3271","62.256414","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3275","62.256825","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3276","62.256833","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"3279","62.257160","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3283","62.257991","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3286","62.258400","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3287","62.258420","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"3290","62.258699","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"3292","62.259168","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3296","62.259553","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3302","62.261789","::1","::1","MQTT","521","Publish Message [iot/surveillance]"
"3304","62.261895","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3308","62.262045","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3310","62.262218","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"3312","62.262558","::1","::1","MQTT","521","Publish Message [iot/surveillance]"
"3314","62.262955","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3316","62.263271","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3318","62.263591","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"3326","63.263212","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3328","63.263832","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3332","63.264314","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"3334","63.264646","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"3338","63.265278","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3340","63.265640","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3346","63.266483","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3350","63.266818","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3351","63.266830","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"3354","63.267045","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3356","63.267107","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"3360","63.267194","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3362","63.267408","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3364","63.267686","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3368","63.268056","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3371","63.268344","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3376","63.270161","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"3378","63.270252","::1","::1","MQTT","519","Publish Message [iot/surveillance]"
"3380","63.270620","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"3382","63.271018","::1","::1","MQTT","519","Publish Message [iot/surveillance]"
"3392","64.271462","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3398","64.272043","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3399","64.272076","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3402","64.272392","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3404","64.272460","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3407","64.272624","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"3410","64.272831","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3414","64.273277","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"3418","64.274496","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3420","64.274598","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3424","64.274737","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3426","64.274975","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3430","64.275296","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3434","64.275617","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3436","64.276055","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3438","64.276209","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"3440","64.276453","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3444","64.276488","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3446","64.276862","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"3448","64.277362","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3472","65.277988","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3474","65.278499","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3480","65.279632","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3482","65.279788","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3486","65.280123","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3487","65.280132","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"3490","65.280411","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3492","65.280676","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"3496","65.281611","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3502","65.282032","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3508","65.282822","::1","::1","MQTT","521","Publish Message [iot/surveillance]"
"3510","65.282935","::1","::1","MQTT","530","Publish Message [iot/surveillance]"
"3514","65.283095","::1","::1","MQTT","521","Publish Message [iot/surveillance]"
"3516","65.283152","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3518","65.283185","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3520","65.283219","::1","::1","MQTT","531","Publish Message [iot/surveillance]"
"3522","65.283370","::1","::1","MQTT","530","Publish Message [iot/surveillance]"
"3524","65.283613","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3526","65.283809","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3528","65.284021","::1","::1","MQTT","531","Publish Message [iot/surveillance]"
"3554","66.283997","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3558","66.284121","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3562","66.284356","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3563","66.284373","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3568","66.284791","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3570","66.285031","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3572","66.285056","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"3573","66.285274","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"3579","66.286160","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"3582","66.286562","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"3583","66.286585","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3584","66.286824","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3588","66.288054","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3589","66.288493","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3590","66.288520","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"3591","66.288749","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"3597","66.289502","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3599","66.289613","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3601","66.289716","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3603","66.289985","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3621","67.203574","::1","::1","MQTT","66","Ping Request"
"3623","67.203973","::1","::1","MQTT","66","Ping Response"
